gene	control	dpi1
ZSCAN26	0	0.227657643
CYP1B1	0	0.225079163
DECR1	0	0.278510565
MAN2A1	0	0.179805003
NDUFA5	0	0.212811888
UGCG	0	0.143496355
CLPP	0	0.188831438
TST	0	0.240934405
QPCT	0	0.26822598
CCBL1	0	0.621390043
GUK1	0	-0.020160348
HAGH	0	0.189879158
HIST2H2AC	0	1.558393058
HIST2H2BE	0	0.197812205
LAMA3	0	0.1990428
NDUFA9	0	0.224287895
ME3	0	0.441454563
PCK2	0	0.357860728
DUSP6	0	0.649199168
UPP1	0	0.028032683
HADH	0	0.083793413
CYP51A1	0	0.23147415
UGP2	0	0.096433805
DGUOK	0	0.223486988
ATP6V1F	0	0.779376893
PFKFB3	0	0.402631618
PFKFB4	0	0.059431863
TXNRD1	0	0.024453393
IMMT	0	0.12133827
TATDN3	0	0.247042745
FAM98C	0	0.190254848
KNOP1	0	0.029094518
HNRNPUL2	0	0.093852628
TMEM132A	0	0.115665885
INF2	0	-0.00215491
HLA-C	0	-0.038433428
PDS5A	0	0.249831463
KIAA0753	0	0.10889823
QSER1	0	0.210800615
CLEC16A	0	0.237620125
KIAA1109	0	0.18639446
ARHGAP31	0	0.559465183
MTHFSD	0	0.09495408
AAK1	0	-0.030197668
KIAA1033	0	0.476914443
TSR1	0	0.198603893
RALGAPA2	0	0.279634723
DPY19L1	0	0.53406306
IAH1	0	0.092166695
ALG11	0	0.318796905
QRICH1	0	0.122295558
TUSC1	0	0.383973043
SMU1	0	0.13283024
ATG2A	0	-0.0996875
ZNF800	0	0.110462778
HKDC1	0	0.697385158
AP5B1	0	0.68953111
CTU2	0	0.328572855
UVSSA	0	0.187170403
HFE	0	0.15978759
LRRFIP1	0	0.075850608
C18ORF21	0	-0.01543726
LEPRE1	0	0.166844523
TRMT5	0	0.37795701
EML3	0	0.071017783
HNRNPA1L2	0	0.424675225
NDUFAF6	0	1.180490825
TWISTNB	0	1.209198723
MAP7D1	0	0.098056843
UAP1L1	0	0.19901553
C2ORF76	0	0.5056095
DAK	0	0.101704133
LSM12	0	0.17641264
RGL3	0	0.136819028
TMEM30B	0	0.245104923
HSDL1	0	0.382880975
ARL13B	0	0.21478765
GON4L	0	0.08797147
CCDC88A	0	0.531094468
RABL6	0	0.093993175
TUBB8	0	0.345595085
FAM174B	0	0.02688222
TIMM50	0	0.161670263
LGALSL	0	0.09985056
PARP14	0	0.065118243
ZNF404	0	0.408446935
FUT11	0	0.179500218
ZNF672	0	0.13517957
GLYR1	0	0.134877045
CCDC14	0	0.14568208
C5ORF22	0	0.542732648
COX19	0	0.017638855
MAP9	0	0.007612803
C2CD3	0	0.179915835
RIC1	0	0.04565395
VPS26B	0	0.173275815
LARP7	0	0.035516543
NADK2	0	0.438866903
HYDIN	0	0.60204521
GXYLT1	0	0.094817518
ACSF3	0	0.262213188
PREPL	0	0.332634045
TBC1D10B	0	0.092459415
TPRN	0	1.323044068
ANO6	0	0.00917761
PLCH1	0	0.258636735
FILIP1L	0	0.10542413
DNAL1	0	0.387946375
ARID4B	0	0.16269014
MRPL51	0	0.221613775
GRIPAP1	0	0.206763673
BCL7A	0	0.013472513
CCDC58	0	0.08770546
SYTL3	0	0.13000505
FAM98B	0	0.228656755
EPC2	0	2.358692065
PDCD4	0	0.094742795
FNDC3B	0	0.194123843
CRTC2	0	0.156179423
CEP55	0	0.5081016
C17ORF85	0	0.217419723
TP53I3	0	0.039003848
C11ORF73	0	0.410700528
ACSM3	0	0.325974358
PHLDA2	0	0.16359681
PDLIM3	0	0.3434789
HSD17B12	0	0.234340423
GLE1	0	0.207890013
USP39	0	0.160964415
AGK	0	0.125040273
SETMAR	0	0.276140595
LACTB2	0	0.601992468
PYCRL	0	0.09943548
TSSC1	0	0.3468213
SOWAHC	0	0.06002567
LBH	0	0.214896033
FASTKD1	0	0.589880523
ANKRD39	0	0.170578018
KRTCAP3	0	0.117187145
BOLA3	0	0.25172582
COBLL1	0	-0.03265972
HS1BP3	0	0.07984937
WDR81	0	0.23296821
CCDC93	0	0.146998258
MPV17L2	0	0.266285243
EAPP	0	0.403373413
OCIAD2	0	0.381948078
NAALADL2	0	0.154224893
HSP90B2P	0	0.819588818
HSP90AB4P	0	0.946762028
HSP90AB2P	0	0.120570815
DCAF6	0	0.306698503
TMEM41B	0	0.195872815
TMEM97	0	0.234718148
ODF2	0	0.087897828
OXLD1	0	0.1886429
FAM133B	0	0.460531038
ZNF326	0	0.080651765
NOM1	0	0.274570393
ZNF805	0	0.862052115
RILPL1	0	0.064482508
PDZD11	0	0.386555395
CMPK2	0	0.446109808
DNAJC21	0	0.320795345
ESCO1	0	0.43616329
VWA2	0	0.206642635
HERC4	0	0.03947677
PIGG	0	0.268868785
BCORL1	0	0.224822948
TCEAL5	0	0.280798448
PPP6R3	0	0.141760233
MTX3	0	0.083331408
RABL3	0	0.179824095
FAM76B	0	0.25674523
COQ5	0	0.05684766
EMC4	0	0.142895255
EARS2	0	0.63301381
MIA3	0	0.29118671
PITRM1	0	0.23737124
NHLRC3	0	0.078107323
PSMG4	0	0.198269993
WDR44	0	0.316651345
DOCK11	0	-0.001865098
PRRC2B	0	0.230321233
TJAP1	0	-0.05469327
RRP12	0	0.09472345
COA6	0	0.27409501
TOR1AIP1	0	0.1620417
AARS2	0	0.065970135
TOR2A	0	0.086936618
FRMPD3	0	0.368637035
PCID2	0	0.037133625
HABP4	0	0.569373013
SLC27A3	0	0.369546665
SPECC1	0	0.307166948
RNFT1	0	0.440996065
WDR45B	0	0.335490248
EOGT	0	0.364045135
SAMD4B	0	0.688806428
BRMS1L	0	0.281521143
TBCEL	0	0.08472102
DNTTIP2	0	-0.035029075
DCAF10	0	0.49174806
RABGAP1L	0	0.210456315
TTC38	0	0.190563683
COX20	0	0.438983933
EXOSC6	0	0.05769531
LRRK2	0	0.697252633
PPM1L	0	0.321045353
ATAT1	0	0.904481185
SNAP47	0	0.05924028
NUP188	0	0.44306863
PHYHD1	0	0.134654048
TTC39A	0	0.375607913
HP1BP3	0	0.03748595
VARS2	0	0.09227196
CEP170	0	0.138749003
ODR4	0	0.229929458
SNAPC4	0	0.019100515
DNLZ	0	0.115450223
NOL9	0	0.220917918
NHSL1	0	0.570962998
FREM2	0	0.290957638
SZT2	0	0.125715885
ZNF362	0	0.05431682
CC2D1B	0	0.08119045
FNBP1L	0	0.086213793
C6ORF132	0	1.140937963
RARS2	0	0.286531175
THEM4	0	0.308496018
FKBP15	0	0.158710628
DDX59	0	0.422875793
ZC3H13	0	0.026476963
C9ORF114	0	0.26103118
C10ORF76	0	0.2825752
MPP7	0	0.015658828
TMEM63B	0	0.42838542
GPATCH4	0	0.641632345
LRIF1	0	0.402621285
ABCC10	0	0.173939813
IBA57	0	0.107082468
HECTD3	0	0.04546344
CERCAM	0	0.098657558
TMTC4	0	0.583548825
UBR4	0	0.135223983
SWT1	0	0.27243589
KIAA1217	0	0.165536955
ARHGAP21	0	0.109802163
BEND3	0	0.012467305
MRPL2	0	0.114273928
UBAP2	0	0.479602825
GORAB	0	0.594810303
ACBD5	0	0.022576378
FAM102B	0	0.383716233
RBM26	0	0.06671879
ATAD3B	0	0.2898136
CPSF3L	0	0.047414098
CPTP	0	0.444621748
DCAF8	0	0.600330118
ZCCHC11	0	0.06256139
RNASEH2B	0	0.064555858
ATPAF1	0	0.784269918
RC3H1	0	0.058004595
MAGI3	0	0.115484508
DDI2	0	0.064026948
NDUFAF5	0	0.149521775
NT5DC1	0	0.107206628
AHDC1	0	0.18412157
MINOS1	0	0.086617818
ARFGEF3	0	0.047648245
VPS13D	0	0.034900498
PRR14L	0	0.63914219
CROCC	0	0.116606223
MEX3C	0	0.096927023
LYRM7	0	0.224843623
EMC10	0	0.26822731
RIF1	0	0.566477765
VPS53	0	0.295353755
STRIP1	0	0.053193225
ABHD17B	0	0.12827841
OBSCN	0	0.181275505
CEP350	0	0.175315508
CDC42BPA	0	0.108814503
RPRD2	0	0.146492455
1-Mar	0	0.101538703
ANGEL2	0	0.197064288
PRPF38B	0	0.205824875
RNF20	0	0.079421683
PDE4DIP	0	0.065812668
ZNF318	0	0.126708618
FAM69B	0	0.492238155
C1ORF53	0	0.177525455
SDHAF4	0	0.65008739
ARHGEF16	0	0.04457899
CDKAL1	0	0.163353585
ZNF691	0	0.259757485
BROX	0	0.044835733
FOCAD	0	0.747303253
GPR107	0	0.14066395
TAF3	0	0.500416845
SNX30	0	0.177923903
FAM208B	0	0.04586339
RSBN1	0	0.069531468
DAB2IP	0	0.298788355
LYPLAL1	0	0.309320088
ECM29	0	0.181417395
ZCCHC6	0	0.200584908
ANKRD22	0	0.230264418
DENND4C	0	0.19758957
NAA35	0	0.192096998
LRRC16A	0	0.076112148
ZMYM4	0	0.025948743
RRAGB	0	0.34611362
BSPRY	0	0.1817382
ZDHHC20	0	0.278451615
SPRYD7	0	0.358714328
QIL1	0	0.125317795
RNF123	0	0.075127728
FBXO31	0	-0.02821822
TRIQK	0	0.230093975
RNF213	0	0.160403185
AP1AR	0	0.169106623
KANK2	0	0.113754818
FAM21A	0	0.000723755
FAM91A1	0	0.04321071
LARP1B	0	0.066809063
CEP135	0	0.440305415
TBC1D9B	0	0.20523643
DCAF15	0	0.165677045
MAP1S	0	0.177694098
E4F1	0	0.631558848
ARL6IP4	0	0.2275628
ATG16L1	0	0.281572715
RAP1GAP2	0	0.146574228
STEAP4	0	0.189995765
HGSNAT	0	0.069175358
ARID2	0	0.07793755
DIEXF	0	0.527656613
GLT8D1	0	0.068842938
TNS3	0	-0.064361138
SPTY2D1	0	0.141446353
MBLAC2	0	0.35190667
ANKS6	0	0.315018078
LMBRD2	0	0.103189238
ZNF776	0	0.23391633
ZFYVE26	0	0.038800263
MSL1	0	0.424595
CRYBG3	0	0.093287133
ZNF772	0	0.313602865
INTS3	0	0.077333478
ARHGAP17	0	0.08169938
NCBP2-AS2	0	0.172843553
CWF19L1	0	0.203410615
KIAA1429	0	0.245071815
SPECC1L	0	0.152209818
C12ORF73	0	0.125538535
ZNF660	0	0.460211453
CYB5R2	0	0.093774833
UHRF1BP1	0	0.40913482
ZNF787	0	0.115613973
ATL3	0	0.070475393
RPL7L1	0	0.070266998
NXN	0	0.088733748
TTC19	0	0.378290283
IQSEC1	0	0.226821435
CDC42BPG	0	0.145505985
VASN	0	0.22110126
CIAPIN1	0	0.15642366
ZFAND6	0	0.261388603
FAAH2	0	0.209419813
SMYD5	0	0.192611683
PTRHD1	0	0.08229937
OTUD7B	0	0.0663015
RALGAPA1	0	0.084295383
THOC7	0	0.085019348
SIGIRR	0	0.05904208
NADSYN1	0	0.099943583
ELP2	0	0.260895035
LAMTOR1	0	0.177512455
DHRS7B	0	0.218587173
TWF2	0	0.144010983
GRAMD4	0	0.084876905
DESI1	0	0.10450987
TANGO2	0	0.161231205
MRM1	0	0.1471334
SMEK1	0	0.457473423
LYRM5	0	0.336175418
FAM71E1	0	0.171314455
ZNF770	0	0.514102933
RAB12	0	0.48509464
PLEKHA7	0	0.037171948
ADNP2	0	0.206862168
SDE2	0	0.259934855
GRHL2	0	0.198990515
ACAD10	0	0.156276718
NIPBL	0	0.250074338
SLC25A25	0	0.289850203
PDE12	0	0.054271675
B4GALNT3	0	0.183213168
LIN54	0	0.295469648
FSTL4	0	0.294235508
ZNF280D	0	0.451490208
OGFOD2	0	0.011118175
NAA16	0	0.481718893
LRRC8E	0	0.291049778
HMBOX1	0	0.036711783
RHBDD2	0	0.203910563
PWWP2B	0	0.132454473
SLC25A24	0	0.124144725
REEP3	0	0.16549554
TYW1B	0	0.569125658
RETSAT	0	0.181677273
RINT1	0	0.067779295
TMEM214	0	0.344423173
HIBCH	0	0.192894158
RWDD4	0	0.23307287
C3ORF17	0	0.08229132
PRPF40B	0	0.281448615
ARMC6	0	0.053702343
ESRP1	0	0.263459155
JMJD6	0	0.214084613
PPP1R18	0	0.099321575
PTRF	0	0.079035573
ZCCHC8	0	0.00486946
RPUSD3	0	0.230397593
MAST2	0	0.105299668
DHX57	0	0.048132678
MRPL54	0	0.622150088
ERAP2	0	0.22737614
CDC73	0	0.157834198
GTF2H2C	0	0.134158658
MRPL14	0	0.351585265
SLC27A4	0	0.158773238
LLGL2	0	0.024685908
ARMCX5	0	0.23716856
CC2D1A	0	0.279324165
TATDN1	0	0.08841012
LETMD1	0	0.086926103
DUS1L	0	0.706115428
C3ORF33	0	0.317153145
C8ORF82	0	0.1088519
MED27	0	0.349097835
EDC4	0	0.23683651
CEP85	0	0.928770205
PRPF8	0	0.177033423
ZNF585A	0	0.268111643
SCYL2	0	0.179800775
SFXN4	0	0.08885288
CASC4	0	0.363754088
FDX1L	0	0.12124177
WDR73	0	0.117995058
CNNM4	0	0.416222953
NFRKB	0	0.177317698
MZT2A	0	0.495064445
FAHD1	0	0.14875346
RPL22L1	0	0.22999125
ALKBH5	0	0.0723587
NOTUM	0	0.109553625
PDXDC1	0	-0.00327123
TLDC1	0	-0.03488679
INTS5	0	0.638078028
VWA1	0	0.047806458
RSBN1L	0	0.13626013
EMB	0	0.128088668
PGM2L1	0	0.154431223
CTR9	0	0.124491658
AAGAB	0	0.28588351
TTC37	0	0.113638858
IYD	0	0.254183308
DARS2	0	0.244038443
FBXO38	0	0.044085303
NCEH1	0	0.368739148
FBXO46	0	0.147454023
RHBDF2	0	0.469277715
ELMSAN1	0	0.169581695
BRAT1	0	0.30317993
WDR59	0	0.027085578
ZC3H14	0	0.0320771
CNST	0	0.19246183
CCDC137	0	0.039424023
OGFOD3	0	0.13620339
ZNF773	0	0.028181195
TXNDC11	0	0.117000303
LARP1	0	0.288020165
DHRS4L2	0	0.185825323
ATAD2	0	0.209645043
SLC30A9	0	0.16712922
TRAF7	0	0.122219685
SPAG17	0	0.182149143
BLOC1S3	0	0.50755729
BLOC1S2	0	0.237574455
RICTOR	0	0.01205915
WDR74	0	0.192094578
AGTRAP	0	0.84422739
POTEE	0	0.8292013
SAMD1	0	0.18676049
ZNF322	0	0.431843855
MTHFD1L	0	0.205854648
ANKRD11	0	0.362182283
AFTPH	0	-0.04326073
FIP1L1	0	-0.129506728
CYP20A1	0	0.286878433
ATRAID	0	0.234127918
KDELC1	0	0.067666488
TMEM205	0	0.572997093
LRSAM1	0	0.221986805
FAM198B	0	0.2719117
PARM1	0	0.029953115
SHISA2	0	0.422363973
TMCO3	0	0.49031627
DHRS11	0	0.021672718
LCLAT1	0	0.343596953
IGFL2	0	0.460509208
PET117	0	0.229520123
ARSK	0	0.242720625
FAM175A	0	0.933247358
CWC27	0	0.156250348
DHRS13	0	0.417962808
METTL7B	0	0.182322415
C16ORF89	0	0.430304448
CXCL17	0	0.468784618
KIAA1324	0	0.06865671
CRELD2	0	0.131268708
NPNT	0	0.13949574
WDR82	0	0.015530103
APOOL	0	0.251846555
FAT4	0	0.617699688
DPP8	0	0.087075323
WASH2P	0	0.07356505
ATF7IP	0	0.096481
RANBP10	0	0.149334808
PACS1	0	0.13615639
BCOR	0	0.401302013
MPRIP	0	0.102671388
RAB11FIP1	0	0.01318487
IGSF10	0	0.557550915
NAPRT	0	0.417136273
DNMBP	0	0.479554573
HACD2	0	0.211986088
B3GALTL	0	0.300167123
DNAJC14	0	0.540396205
GIGYF2	0	0.012082738
THADA	0	0.389625595
HSDL2	0	0.155819528
CCBL2	0	0.05497951
B3GNT6	0	0.418543038
CERS6	0	0.628711115
PPP1R21	0	0.393593998
CYHR1	0	0.066706435
THSD4	0	0.290372583
ZNF813	0	0.085316393
ZNF66	0	0.617578628
LIN28B	0	0.224720365
AEBP2	0	0.330430398
ZNF574	0	0.071186093
NFXL1	0	0.140004985
ATG14	0	0.12845052
NBEAL2	0	0.1908833
DPY19L3	0	0.388704743
SLCO4C1	0	0.133819968
C15ORF39	0	0.334316403
QSOX2	0	0.09926012
SRCAP	0	0.136292218
FAM83H	0	0.166599203
C1ORF122	0	-0.034685488
Q6ZSR9	0	0.997492255
MFSD6	0	0.08173683
ARHGEF18	0	0.325493115
UBR3	0	0.138835523
SH3BP1	0	0.36093938
ANKRD13D	0	0.069299033
KIAA1211	0	0.005262705
UBN2	0	0.09071257
CEP128	0	1.190840078
ARHGAP27	0	0.2213507
CCDC149	0	-0.009629445
TOM1L2	0	0.00597473
PAXIP1	0	1.747866848
STXBP4	0	0.248242833
TMTC3	0	0.08396119
VPS13C	0	0.07726704
USP34	0	0.247969038
USP30	0	0.336092558
RAPH1	0	0.0562418
USP54	0	0.180818725
CHSY3	0	0.374355373
IKBIP	0	0.11869068
UBE2R2	0	0.322542893
KCTD1	0	0.3167233
HIST2H3A	0	0.072934995
MED13L	0	0.256664733
LARP4	0	0.280097108
MED25	0	0.434834065
TUBA1A	0	0.09892664
H2AFV	0	0.149709363
RPS27L	0	0.274689113
CBLL1	0	0.650165663
FBN3	0	0.12699836
INTS8	0	0.068066473
MTSS1L	0	0.060463678
NOL8	0	0.376331888
CEP68	0	-0.027567508
BTN2A1	0	0.151189193
SUPT6H	0	0.16243917
SND1	0	0.115028505
MARK2	0	0.292534618
DDX46	0	0.062651223
RUFY3	0	0.105634488
SV2A	0	0.2664442
TRMT10C	0	0.175495385
BZW1	0	-0.004471245
MON1B	0	0.174478863
LRRC8D	0	0.62715846
ABHD13	0	0.358415923
DHX30	0	0.24883935
EIF3M	0	0.03256949
MEPCE	0	0.06083461
ZNF765	0	0.1188915
ARMCX2	0	0.08153344
CDC37L1	0	0.41873901
PARS2	0	0.332651285
RSRC2	0	0.165214653
RRAGA	0	-0.021971655
CYFIP1	0	0.108431138
NDUFAF7	0	0.258363785
FA2H	0	0.317893548
GET4	0	1.045757965
GDPD3	0	0.421954038
COPS6	0	0.13768007
LPCAT2	0	0.688605635
ENOSF1	0	0.053643935
DET1	0	0.385845015
MAEA	0	0.227028373
EPM2AIP1	0	0.156986258
HIST3H2A	0	0.1671487
TAOK1	0	0.051024275
SH3BP5L	0	0.245145128
FASTKD5	0	0.29193157
KDM3B	0	0.139812075
CHMP1B	0	0.09259106
CXXC5	0	0.888307375
HS2ST1	0	0.146442375
BHLHA15	0	0.398717648
PHF5A	0	0.085784725
TAS1R3	0	0.306556053
APTX	0	0.209067495
ERMP1	0	0.0676606
TRMT1L	0	0.126606003
ZC3HAV1	0	0.171730283
MRPL21	0	0.206428483
NRK	0	5.37e-05
EFTUD1	0	0.242259558
SETX	0	0.144026628
ZNF551	0	0.055277885
TRAPPC11	0	0.09778529
NEGR1	0	0.218794668
KANSL1	0	0.172075725
NUP54	0	0.092985633
ATG9A	0	-0.055515475
LYSMD3	0	0.053553093
C14ORF159	0	0.47855994
CCDC186	0	0.125915938
C16ORF62	0	0.015639985
POGZ	0	0.037193385
MIER3	0	0.12980077
ZFYVE16	0	0.247523708
MON2	0	0.125713965
TMC6	0	0.356264585
TMC4	0	0.109069575
MYH14	0	0.828843515
NUFIP2	0	0.110697003
SZRD1	0	0.294296415
MAVS	0	0.407400155
CLASP1	0	0.11878784
DHX29	0	0.109540183
LRP10	0	0.03500448
COMMD6	0	0.135108973
TRMT11	0	0.1844341
HDDC2	0	0.389132713
KDELC2	0	0.48643986
HEATR3	0	0.116722328
KIF21A	0	0.176601208
ZNF438	0	0.20364366
HDGFRP2	0	0.012262925
DCXR	0	0.043194523
BRAP	0	0.077657345
EMSY	0	0.11315195
GOLGA7	0	0.356269688
RAI1	0	0.146047005
WAPAL	0	0.15138952
R3HCC1L	0	0.274276458
IRF2BP2	0	-0.016904543
CCDC91	0	0.283512203
RBBP6	0	0.379654045
C5ORF24	0	-0.019543118
FRMD5	0	0.11908228
TSEN54	0	0.064849413
ARPIN	0	0.102011168
TECPR1	0	0.682809453
MTERF4	0	0.322459525
TFAP2D	0	0.097510485
HUWE1	0	0.251604313
YTHDF3	0	0.063648435
STRA8	0	0.264204253
TAF8	0	0.073407835
UBE2Q1	0	0.101998278
KIAA0907	0	0.06249026
MRPL55	0	0.052579578
TMED4	0	0.337220793
MRPL10	0	0.08326252
CMC1	0	0.341253093
CENPV	0	0.012164288
C11ORF96	0	0.047236068
MEGF8	0	0.135831175
B3GNT8	0	0.496898313
GALNT5	0	0.552853143
GALNT7	0	0.194899228
PHLDB2	0	-0.003879713
GPR126	0	0.40025798
SDCCAG8	0	0.087884785
DHDDS	0	0.035288115
GALNT10	0	0.462896015
GLRX5	0	0.15331765
TRAPPC6B	0	0.141779758
TMEM55B	0	0.154116025
C6ORF1	0	0.27616963
DAAM2	0	0.51767626
KIAA1328	0	-0.084843583
PATL1	0	0.270574645
PEG10	0	0.48251104
DPP9	0	0.105869345
TADA2B	0	0.17452144
SYVN1	0	0.167648455
TRPT1	0	0.139388543
PRUNE	0	0.398997528
MRPL52	0	0.250880903
SETD3	0	0.292881405
TTC7B	0	0.366691658
ACOT1	0	0.094631965
ISCA2	0	0.093286245
NOP9	0	0.119248298
PABPN1	0	0.220435343
METTL3	0	0.12663226
LDB1	0	-0.00932385
PBRM1	0	0.11519292
YRDC	0	0.426412215
PRPF39	0	0.07605764
TMEM135	0	0.336564188
MTDH	0	0.077513763
TLK2	0	0.212645598
ZNF598	0	0.112513513
AGPAT6	0	0.251534388
KTN1	0	0.244959608
NOXA1	0	0.12541914
SMG6	0	0.264453678
NLRX1	0	0.330890765
BCL9L	0	0.226004813
PHLDB1	0	0.078575223
USP48	0	0.207206035
N4BP2	0	0.27979408
CADPS2	0	0.233032723
DTX2	0	0.347544558
ITIH5	0	0.107385145
NT5DC3	0	0.931149683
CASZ1	0	0.151733733
AACS	0	0.334286845
LUZP1	0	-0.052526125
ALYREF	0	0.306953973
FAM160B2	0	0.76073608
MDP1	0	0.287687845
SLC25A42	0	0.214114145
IQGAP3	0	0.15264983
ZC3H18	0	0.143874123
VPS36	0	0.007726428
TAX1BP1	0	0.140794835
PACS2	0	0.119982453
CAND1	0	0.25060869
GLCCI1	0	0.032596748
TXNRD3	0	0.637656013
FAM134C	0	0.241991938
HOOK3	0	0.14070226
COMTD1	0	0.247450148
SESTD1	0	0.122046468
COMMD7	0	0.271268965
TSPYL5	0	0.158381513
THOC6	0	0.223301983
METTL16	0	0.14015979
PARG	0	0.079535595
ANKRD46	0	0.1175583
BPHL	0	0.280348553
LONP2	0	0.172480228
ZC3HC1	0	0.122176365
OSTM1	0	0.272459453
SBF2	0	0.131294203
CHD1L	0	0.271940555
FCHSD1	0	0.526835713
NR2C2AP	0	0.131908105
CCDC25	0	0.305334283
PROSER2	0	0.46298632
COA5	0	0.323173075
RPS19BP1	0	0.166642665
CDR2L	0	0.345737275
RALGAPB	0	0.106395885
LSR	0	0.121340733
CHSY1	0	0.110960465
ERICH1	0	0.788951158
CARM1	0	0.14307122
NIT1	0	-0.018333543
COMMD2	0	0.562180478
CIR1	0	0.17305354
FBXO11	0	0.261433
ANKLE2	0	0.220434768
PROSER1	0	0.150734098
DDX42	0	0.093176195
CEP57	0	0.261058095
FRAS1	0	0.258107088
SPATS2	0	0.169674453
VRK2	0	-0.004801183
NDUFA11	0	0.590211343
DNAAF5	0	0.213023823
PTRH1	0	0.183993025
STX12	0	0.35938449
KIF18B	0	0.225751513
PDSS2	0	0.112596248
HOMER1	0	0.198407605
GATAD2A	0	0.327913075
GPSM1	0	0.08039523
RAB11FIP4	0	0.09584351
RAB43	0	0.417600645
C2CD5	0	0.050585465
MIB1	0	0.110778285
HPS6	0	0.131562833
IRF2BP1	0	0.154281098
CAMK1D	0	0.06374547
RHPN2	0	0.051030068
GALNT13	0	0.307948193
ERC1	0	0.240590453
HIST2H2AB	0	1.707945483
MINA	0	0.429975243
RBM45	0	0.122251838
ZDHHC13	0	0.244825848
ZDHHC17	0	0.062765735
TRAPPC5	0	0.137061865
ARMC8	0	0.539089725
RELL1	0	0.256837555
TMEM126B	0	0.311817698
PLD3	0	0.0349494
HID1	0	0.108081528
ANKMY2	0	0.075364748
VRK3	0	0.067873343
NUDCD3	0	0.162838215
FOXP4	0	0.04335081
MMAA	0	0.177845868
MAP4K3	0	0.127052283
LEPREL1	0	0.058725363
LEPREL2	0	0.468651165
MCAT	0	0.129630928
MISP	0	0.08607841
KSR1	0	0.330439365
CARKD	0	0.204900058
WDR75	0	0.202671693
MFN1	0	0.15095493
SLC44A2	0	0.469413293
WDFY1	0	0.105867943
MAP7D3	0	0.154806368
CCDC117	0	0.276577783
FAM114A1	0	-0.009162473
DCUN1D3	0	0.332702328
PLEKHM2	0	0.02558117
DENND6A	0	0.078207293
MGA	0	0.52489252
GCC2	0	0.060921895
SFTPA2	0	0.219276555
HSCB	0	0.242696848
CCDC28A	0	0.196083188
ZC3H7A	0	0.292145718
PHF6	0	0.11717612
ZBTB8OS	0	0.206262873
CUL9	0	0.29475282
LRRC8A	0	0.301559088
LMTK2	0	0.153829735
SULF1	0	-0.107492395
UBR1	0	0.087666308
UBR2	0	0.248209808
ARHGAP12	0	0.184271418
CHERP	0	0.094907485
CDAN1	0	0.468540125
ANKHD1	0	0.04470135
SUGP2	0	-0.017374408
WWC1	0	0.52155995
CCAR1	0	0.194118118
DHX40	0	0.292457898
SCUBE3	0	0.301955133
DNAJC10	0	0.274632115
NELFCD	0	0.044611655
RHOT2	0	0.125581778
RHOT1	0	0.16913406
SIRT2	0	0.09768526
PHC2	0	0.225022788
BAP18	0	0.261809853
MRPL41	0	0.211408933
GPALPP1	0	0.099572373
PARP9	0	0.105844355
RBM12B	0	0.334237538
PNPLA6	0	0.06201989
SMC5	0	0.148511433
DDX60	0	0.120382095
CMIP	0	0.22453352
PPAPDC2	0	0.087483148
IFT20	0	0.06698239
DHX37	0	0.534448513
YAF2	0	0.148865808
AMOTL1	0	0.205861363
RAVER1	0	0.146473713
FTSJ3	0	0.08504615
DRC7	0	0.21009414
TMEM192	0	0.06985826
SRRM1	0	0.149911758
SMAP1	0	0.215288628
DIS3L2	0	0.11430053
SUPV3L1	0	0.261437313
GSPT2	0	0.756473533
ZZZ3	0	0.191226933
EXOC8	0	0.05039438
SYTL1	0	0.074283265
C1ORF174	0	-0.000891752
THNSL1	0	0.200296363
GRAMD1C	0	0.11337584
PM20D2	0	0.534794858
KIAA2013	0	0.071514613
KATNAL2	0	0.401836483
MICU2	0	0.419454345
ANKRD13A	0	0.254054533
PHACTR4	0	0.11925147
RCOR2	0	0.150219155
CHPF	0	0.1688619
TRMT2A	0	0.175518375
RPUSD2	0	0.06859549
ELMOD2	0	0.619243653
ALDH16A1	0	0.097476263
KIAA0319L	0	0.06067437
DOCK3	0	0.338189383
GPR116	0	0.148218608
GPR111	0	0.47511714
XRN1	0	0.164949403
PELP1	0	0.107570328
ABI1	0	0.017222595
GPR64	0	0.013099723
WDFY3	0	0.315743113
SELH	0	0.07400105
CMTM4	0	0.284459528
RDH10	0	0.44108804
FAM185A	0	0.143278703
VKORC1L1	0	0.172407753
RBFA	0	0.149170023
FUK	0	0.126222325
CLYBL	0	0.168823833
SPG20	0	0.068689885
ZNF444	0	-0.002658388
PGAM4	0	0.27871247
TTC5	0	0.350299648
PUSL1	0	0.094534423
MIER1	0	0.46880612
RPTOR	0	0.250193783
FAM177A1	0	0.126815665
CNPY4	0	0.20178221
CNTROB	0	0.043471105
ZFP82	0	0.995250108
CCAR2	0	0.037309463
NDUFAF2	0	0.286452173
VPS52	0	0.040579325
NUP93	0	0.452879243
STK11IP	0	0.09036618
ZNF687	0	0.141683918
CMTR1	0	0.25818565
LRRC47	0	0.21132641
AIM1L	0	-0.11638476
CA13	0	0.139679283
SLC39A11	0	0.134551578
ARHGEF28	0	0.068337665
ZNF710	0	0.33445054
INTS1	0	0.03557808
HIST3H2BB	0	0.87067041
ARMC10	0	0.480439865
GHDC	0	0.17974875
PYROXD2	0	0.397238285
ABHD12	0	0.06100201
CLASRP	0	0.099803103
TMEM256	0	0.19139408
